Rama de la Entidad;Sector de la Entidad;Entidad;Proveedor;Agregacion;Ciudad;Total
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Permoda Ltda.;Dotaciones de Vestuario;Bogotá;181531381
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);PROINTECH COLOMBIA S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;1411705040
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);QBE SEGUROS S.A;SOAT II;Bogotá;163180114
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Quest S.A.S;Dotaciones de Vestuario;Bogotá;183674400
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Quest S.A.S;Dotaciones de Vestuario;Bucaramanga;4945080
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Quest S.A.S;Dotaciones de Vestuario;Cartagena;1931400
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Quest S.A.S;Dotaciones de Vestuario;Cúcuta;22283600
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Quest S.A.S;Dotaciones de Vestuario;Mosquera;9831000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Quest S.A.S;Dotaciones de Vestuario;Pasto;9048000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);S.O.S. Soluciones de Oficina & Suministros S.A.S;Consumibles de Impresión;Bogotá;1291281327
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina II;Bogotá;134636114
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;574907624
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Seguros Generales Suramericana S.A.;SOAT II;Bogotá;108861654
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);SERVIASEO S.A;Aseo y Cafetería II;Bogotá;152848280
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);SERVICIO INTEGRAL TALENTOS LTDA;Aseo y Cafetería II;Bogotá;100976974
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);SERVICIOS DE ASEO, CAFETERIA Y MANTENIMIENTO INSTITUCIONAL OUTSOURCING SEASIN LIMITADA;Aseo y Cafetería II;Bogotá;58250598
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Sigifredo Rodríguez Ramos;Dotaciones de Vestuario;Ibagué;8180766
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Sodexo S.A.;Combustible (Nacional);Riohacha;60000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);SOFASA S.A.;Vehículos I;Bogotá;813023056
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Sumimas S.A.S.;Adquisición de Computadores y Periféricos;Bogotá;115511634
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Sumimas S.A.S.;Consumibles de Impresión;Bogotá;1151128967
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Sumimas S.A.S.;Papelería y útiles de oficina II;Bogotá;193335419
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Telefónica;Nube Privada;Bogotá;238698948
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Twity S.A.;Dotaciones de Vestuario;Bello;47443987
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Twity S.A.;Dotaciones de Vestuario;Bogotá;25029747
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Twity S.A.;Dotaciones de Vestuario;Mosquera;5208233
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Twity S.A.;Dotaciones de Vestuario;Palmira;7811621
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UNION TEMPORAL ASEO COLOMBIA;Aseo y Cafetería II;Bogotá;524568484
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal Autogas-Gandur;Combustible (Bogotá);Bogotá;370000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal Colombia Compra 2014 Crisall-Sara;Dotaciones de Vestuario;Bucaramanga;3854592
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal Colombia Compra 2014 Crisall-Sara;Dotaciones de Vestuario;Cúcuta;15495821
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal Colombia Compra 2014 Crisall-Sara;Dotaciones de Vestuario;Pasto;28600273
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal Colombia Compra 2014 Crisall-Sara;Dotaciones de Vestuario;Pereira;1410757
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal Confeccionistas Unidos de Colombia;Dotaciones de Vestuario;Manizales;6573553
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UNIÓN TEMPORAL SERVI EFICIENTE 2016;Aseo y Cafetería II;Bogotá;209801199
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Union Temporal Servicol 2016;Aseo y Cafetería II;Bogotá;102762149
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Unión Temporal VISS-102-2016;Papelería y útiles de oficina II;Bogotá;237862152
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Uniples S.A.;Consumibles de Impresión;Bogotá;343281796
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Uniroca S.A.;Material de Intendencia;Bello;12738470
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UT- Colombia Compra Eficiente - Azteca-S3Wireless;Conectividad;Bogotá;6171114194
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UT- Colombia Compra Eficiente - Azteca-S3Wireless;Nube Privada;Bogotá;327987827
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UT Conectando Colombia;Conectividad II;Bogotá;2584885421
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UT Soft-IG;Microsoft;Bogotá;984973247
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);UT Software y Servicios Eficientes;Microsoft;Bogotá;1250059829
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO AGROPECUARIO (ICA);Viajes Tour Colombia S.A.S.;Tiquetes Aéreos II;Bogotá;1457000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL - DT CALDAS;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Manizales;3039500
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL - DT CALDAS;SERVIASEO S.A;Aseo y Cafetería;Manizales;7771870
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL - DT CALDAS;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Manizales;5708168
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL - RISARALDA;CLEANER S.A.;Aseo y Cafetería;Pereira;12678714
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL - RISARALDA;Distracom S.A.;Combustible (Nacional);Pereira;6153000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL - RISARALDA;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Pereira;5738958
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL -DT CESAR;Unión Temporal Serviactiva 2014;Aseo y Cafetería;Valledupar;3722974
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL -DT GUAVIARE;Unión Temporal Servi-Incol;Aseo y Cafetería;San José del Guaviare;10206306
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL- DT META;Organización Terpel S.A.;Combustible (Nacional);Villavicencio;2800000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL- DT META;Unión Temporal Servi-Incol;Aseo y Cafetería;Villavicencio;7002644
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT AMAZONAS;Unión Temporal Élite;Aseo y Cafetería;Leticia;6582507
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ANTIOQUIA;Distracom S.A.;Combustible (Nacional);Medellín;6792500
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ANTIOQUIA;Org Terpel S.A;Combustible (Nacional);Medellín;6500000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ANTIOQUIA;Papelería el Punto S.A.S.;Papelería y útiles de oficina;Medellín;2141394
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ANTIOQUIA;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Medellín;5913923
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ANTIOQUIA;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Medellín;30649280
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ATLANTICO;Distracom S.A.;Combustible (Nacional);Barranquilla;32000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ATLANTICO;Organización Terpel S.A.;Combustible (Nacional);Barranquilla;12310069
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT ATLANTICO;Unión Temporal Serviactiva 2014;Aseo y Cafetería;Barranquilla;4963965
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT BOLIVAR;Organización Terpel S.A.;Combustible (Nacional);Cartagena;9000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT BOLIVAR;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Cartagena;8977701
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT BOYACA;Organización Terpel S.A.;Combustible (Nacional);Tunja;2000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT BOYACA;SERVIASEO S.A;Aseo y Cafetería;Tunja;5068800
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CASANARE;Organización Terpel S.A.;Combustible (Nacional);Yopal;1500000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CASANARE;Unión Temporal Élite;Aseo y Cafetería;Yopal;5128799
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CAUCA;CLEANER S.A.;Aseo y Cafetería;Popayán;10783165
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CAUCA;Inversav S.A.;Combustible (Nacional);Popayán;6800000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CORDOBA;Distracom S.A.;Combustible (Nacional);Montería;120000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CORDOBA;Organización Terpel S.A.;Combustible (Nacional);Montería;24000001
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT CORDOBA;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Montería;22634407
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT LA GUAJIRA;Unión Temporal Élite;Aseo y Cafetería;Riohacha;9991888
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT NARIÑO;Unión Temporal Eminser-Soloaseo;Aseo y Cafetería;Pasto;16142216
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT NORTE DE SANTANDER;Unión Temporal Servi-Incol;Aseo y Cafetería;Cúcuta;8320041
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT PUTUMAYO;Unión Temporal Élite;Aseo y Cafetería;Mocoa;26118127
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT SANTANDER;Organización Terpel S.A.;Combustible (Nacional);Bucaramanga;3000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT SANTANDER;SERVIASEO S.A;Aseo y Cafetería;Bucaramanga;4448740
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT SANTANDER;Unión Temporal CCEficiente;Aseo y Cafetería;Bucaramanga;10590677
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACIÓN - DT SUCRE;Organización Terpel S.A.;Combustible (Nacional);Sincelejo;4100000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACIÓN - DT SUCRE;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Sincelejo;18775224
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT TOLIMA;Organización Terpel S.A.;Combustible (Nacional);Ibagué;8000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT TOLIMA;Unión Temporal Élite;Aseo y Cafetería;Ibagué;9308796
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION - DT VAUPES;Unión Temporal Eminser-Soloaseo;Aseo y Cafetería;Mitú;5924467
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Aseguradora Solidaria de Colombia LTDA;SOAT;Bogotá;16908513
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Casalimpia S.A.;Aseo y Cafetería;Bogotá;204990330
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;CENCOSUD COLOMBIA S.A.;Grandes Superficies;Bogotá;143840
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Cesar Adolfo Moreno Ramos;Dotaciones de Vestuario;Bogotá;425889
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;5613200
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Comercial MCL SAS.;Papelería y útiles de oficina;Bogotá;12331420
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Comercializadora Arturo Calle S.A.S.;Dotaciones de Vestuario;Bogotá;539614
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Comercializadora Ferlag;Papelería y útiles de oficina;Bogotá;16168608
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Consorcio Jeroam;Papelería y útiles de oficina;Bogotá;21421557
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Dotación Integral S.A.S;Dotaciones de Vestuario;Bogotá;449384
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Fernando Guerrero Caro;Dotaciones de Vestuario;Bogotá;2299403
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Inversiones Giratell Giraldo S.C.A;Dotaciones de Vestuario;Bogotá;2436000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;La Previsora S.A.;SOAT II;Bogotá;6057639
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;La Previsora S.A.;SOAT;Bogotá;509072
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Ofixpres S.A.S.;Papelería y útiles de oficina;Bogotá;6585950
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Organización Terpel S.A.;Combustible (Bogotá) II;Bogotá;65000000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Organización Terpel S.A.;Combustible (Bogotá);Bogotá;192000001
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.;Grandes Superficies;Bogotá;45845624
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Papelería Los Andes;Papelería y útiles de oficina;Bogotá;2843950
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Proveinsumos S.A.S.;Papelería y útiles de oficina;Bogotá;41699309
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;QBE SEGUROS S.A;SOAT II;Bogotá;2054215
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Quest S.A.S;Dotaciones de Vestuario;Bogotá;5702560
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Bogotá;26922072
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Seguros Generales Suramericana S.A.;SOAT;Bogotá;3261008
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Servi limpieza S.A.;Aseo y Cafetería;Bogotá;179675941
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Twity S.A.;Dotaciones de Vestuario;Bogotá;254806
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Unión Temporal Élite;Aseo y Cafetería;Bogotá;380297535
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL EN LIQUIDACION;Union Temporal Suministro Bogota;Papelería y útiles de oficina;Bogotá;50940600
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Cali;1719600
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;Comercial MCL SAS.;Papelería y útiles de oficina;Cali;243164
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;Distracom S.A.;Combustible (Nacional);Cali;4090000
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;Papelería Cati Ltda.;Papelería y útiles de oficina;Cali;1642848
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;Redox Colombia SAS.;Papelería y útiles de oficina;Cali;790558
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;S.O.S. Soluciones de Oficina & Suministros S.A.S;Papelería y útiles de oficina;Cali;123353
Ejecutiva;Agricultura y Desarrollo Rural;INSTITUTO COLOMBIANO DE DESARROLLO RURAL INCODER EN LIQUIDACION - DT VALLE;Unión Temporal Seiso - Serconal;Aseo y Cafetería;Cali;42497136
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Aseguradora Solidaria de Colombia LTDA;SOAT;Bogotá;9763916
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Axa Colpatria Seguros S.A.;Seguros de Vehículos;Bogotá;26825519
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;CenturyLink Colombia S.A.;Conectividad II;Bogotá;245306321
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;CenturyLink Colombia S.A.;Nube Privada II;Bogotá;153087534
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;CLEANER S.A.;Aseo y Cafetería II;Bogotá;115464689
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;CLEANER S.A.;Aseo y Cafetería;Bogotá;1008783282
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A;Grandes Superficies;Bogotá;26384000
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;CONALCREDITOS  CONALCENTER BPO;Centro de contacto;Bogotá;675516771
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;CONALCREDITOS  CONALCENTER BPO;Servicios BPO;Bogotá;313705683
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Confecciones Páez S.A;Dotaciones de Vestuario II;Bogotá;2985570
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Confecciones Páez S.A;Dotaciones de Vestuario;Bogotá;13116614
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Controles Empresariales S.A.S.;Microsoft II;Bogotá;125307504
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Dgerard Mg S.A.S;Dotaciones de Vestuario II;Bogotá;7452564
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Dotación Integral S.A.S;Dotaciones de Vestuario II;Bogotá;1031678
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Fernando Guerrero Caro;Dotaciones de Vestuario;Bogotá;8707455
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Institucional Star Services Ltda.;Papelería y útiles de oficina II;Bogotá;96091629
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Inversiones Giratell Giraldo S.C.A;Dotaciones de Vestuario;Bogotá;25446920
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;Jargu S.A. Corredores de seguros;Servicio de Intermediación de Seguros;Bogotá;0
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;La Previsora S.A.;Seguros de Vehículos;Bogotá;27033132
Ejecutiva;Agricultura y Desarrollo Rural;MINAGRICULTURA;La Previsora S.A.;SOAT II;Bogotá;6454870
